1300.236407,55.0
1275.0,51.0
933.1597222000001,43.0
929.9211427000001,62.5
999.0092470000001,60.5
1250.0,42.0
1495.053957,66.5
1181.012946,52.0
1040.0,41.6
879.1208791000001,36.0
1350.308642,35.0
1333.0101789999999,110.0
927.1779023,48.0
1122.1719460000002,62.0
649.9837504,20.0
1394.117647,71.1
1800.08471,85.0
2124.896706,180.0
1100.0,22.0
2178.649237,120.0
881.1435285,45.0
944.8818898,42.0
1310.1476890000001,55.0
630.00063,300.0
1219.80971,50.0
780.141844,27.5
1600.0,46.0
1180.4123710000001,22.9
1000.0,39.0
1000.0,12.5
1400.107701,52.0
943.1266075999999,33.0
1150.1463820000001,55.0
864.0674393999999,82.0
857.7861968000001,240.0
1174.210077,55.0
1020.087884,65.0
1650.165017,65.0
1000.0,35.0
1300.052002,75.0
40606.195680000004,9110.0
1058.114928,65.0
400.0,30.0
1274.924779,250.0

